序号,接口表名,数据类别,id,biz_unique_id,ability_org_id,ability_org_name,project_name,project_target,expected_result,create_time,update_time,data_time,del_status,favorited,来源接口
35,SETTLED_PROJECT,创新服务-入驻项目,132,387,605,沐光矩阵（北京）科技有限公司,颐护智策 -- AI 驱动的个性化养老护理平台,"本项目旨在建设“颐护智策”——一套面向养老机构、社区养老服务和居家上门服务场景的AI个性化养老护理平台。平台贯通老人健康评估、方案制定、任务执行、过程记录、效果反馈和方案优化等环节，持续汇集健康、生活、护理及日常监测等多模态数据，通过Agent系统形成动态更新的个人健康画像，并根据老人实际状态智能生成个性化护理、膳食、运动康复、用药和心理关怀方案，将方案转化为护工可直接执行的任务和操作指导，形成全流程、动态化、可反馈、可优化的养老护理闭环。
当前，我国养老服务正在从“满足基本照护”向“提升服务质量、加强健康管理”转变。北京市60岁及以上常住老年人口已超过514万人，占比达23.5%。然而在实际工作中，老人档案、体检结果、用药记录、护理评估和日常监测信息分散在不同系统和纸质记录中，护理方案主要依靠通用制度和个人经验，难以长期跟踪每位老人的个体变化。具体痛点包括：信息不完整，健康、生活和护理数据分散，难以形成连续判断；方案不够个性化，同类老人常采用相近方案，个体差异考虑不足；执行依赖经验，护工需要自行理解方案，服务质量受个人能力影响；管理缺少闭环，发现问题后记录不完整，方案调整缺少依据。
2026年，北京市将拓展“人工智能+养老”服务场景建设，开展10家养老机构智慧化场景建设试点。海淀区已发布《“人工智能+养老”三年行动计划（2026-2028年）》，明确提出推动人工智能与养老服务全链条深度融合。朝阳区发布《智慧康养产业创新发展三年行动计划（2026-2028年）》，构建事业、产业、政策三位一体发展格局。北京市正加快建设医疗、医保、医药“三医”公共数据专区，推进全市统一的长期护理保险制度。本项目与上述政策方向高度契合。
本项目一期试点目标为：在8周内完成平台开发与联调，在试点场景（1家养老机构、社区或居家服务团队）中形成可稳定运行的平台，具备老人健康画像、个性化护理方案、护工任务指导、执行记录和基础预警等核心能力。项目坚持“先试点、再完善、后推广”原则，通过真实运行验证价值和流程，再逐步扩展功能与覆盖范围。","一、平台建设成果。 一期形成可在试点场景稳定运行的“颐护智策”AI个性化养老护理平台，主要功能模块包括：（1）老人健康画像模块——汇聚基本档案、体检病史、功能评估、生活习惯和监测数据，识别健康风险、生活能力、护理重点和沟通偏好，形成集中展示的健康画像并随新数据持续更新；（2）个性化护理方案模块——围绕日常生活照护、医疗健康、营养膳食、运动康复、心理关怀和用药管理六个维度，智能生成个性化方案；（3）护工执行指导模块——将方案拆解为每日任务、操作步骤、特殊注意事项和沟通策略；（4）监测与风险预警模块——根据风险等级设置不同监测频率，对生命体征、跌倒、压疮、情绪和用药异常进行提示；（5）多角色协同模块——为老人、护工、家属和管理人员提供相应信息，支持服务反馈、异常通知和机构管理。平台形成一期可用版本、试运行报告和后续优化清单。
二、应用效果成果。 社会效益方面：老年人获得更符合自身状况的护理和健康管理服务，重点风险能够更早发现；护工明确每天做什么、怎么做、注意什么，降低理解偏差和工作负担；家属及时了解老人状态、服务执行和异常情况，增强信任与参与；机构和政府提高服务标准化、可追溯和精细化管理水平。经济效益方面：平台通过提升养老服务效率、降低人工培训成本和减少因护理不当导致的医疗支出，为养老机构和社区服务创造直接经济价值；平台形成的健康数据资产和AI模型可进一步赋能保险、健康管理等下游产业，释放数据要素价值。
三、数据要素成果。 平台通过融合多源公共数据与养老业务数据，形成“数据采集—智能分析—方案执行—反馈优化”的完整数据闭环，为北京市公共数据在养老领域的场景化应用提供可复制的示范案例。平台与北京市加快建设“三医”公共数据专区的方向高度契合，为公共数据赋能民生服务提供实践样板。
四、可持续发展成果。 通过试点运行验证平台价值和业务流程，形成可复制的智慧养老应用模式，为后续在全市范围内推广奠定基础。团队在项目过程中形成标准化的数据对接规范、评估模型和方案生成算法，为产品迭代和规模化部署储备技术能力。",2026-07-18 23:16:08,2026-07-21 02:01:00,2026-07-20 09:15:34,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
36,SETTLED_PROJECT,创新服务-入驻项目,133,386,606,泰迈信息科技（宁波）有限公司,【民企通（京）】—惠企便民公共数据融合应用服务,以北京市公共数据开放平台与数智北京创新中心的数据资源为基础，AI算力+企业与民生痛点为目标，面向北京200多万家中小企业商家与相关个人提供“信用风控、政策匹配、民生应用、商家经营”等公共数据增值服务与轻量化工具应用，通过“公益免费功能+延伸订阅付费”的可持续商业模式，在不重复建设前提下盘活公共数据要素价值，有针对性的服务好中小企业和个人，进一步促进营商环境发展和老百姓生活幸福感的提升。紧扣国家与北京市“全球数字经济标杆城市”建设目标，公司作为数智北京创新中心“先试后用、先创新再授权”机制的践行者，定位于官方数据平台的增值服务层——专心把公共数据转化为可市场化、可惠民利民的产品与服务，形成“公共数据—产品-公益服务—营收—反哺治理”的良性循环。专注于服务北京市221.2万中小微企业、932.45万公积金职工及千万级参保市民，北京将极具数字化智慧标杆城市的示范效应，进一步促进民生普惠价值和形成公益典范。,"【预期产出结果】
1.上线并运营9个公共数据产品，产品完成并成功上线使用后的第一年：专注于打造核心用户群，服务好种子用户，发现功能问题和刚需平衡，进一步优化功能和服务完整度。坚持部分产品功能的免费使用持续做好公益服务和民生口碑。第二年：目标服务企业50-80家、个人用户30-60万人次。 第三年：目标服务企业80-150家、个人用户80-150万人次。第四年：目标服务企业150-500家、个人用户150-500万人次。

2.形成可复制的“公共数据—产品—可持续营收”闭环，验证轻量SaaS、行业服务等高复购、高需求、营收可观的模型；

3.为政府治理提供辅助：惠企政策精准触达、企业商家风险预警、气象防灾提醒，助力北京数字政府与诚信社会建设；

4.沉淀一套可稳定接入“公共数据授权运营专区/可信数据空间”的数据治理与产品化服务能力，对接未来2–5年北京市数据要素市场化改革。",2026-07-18 23:03:00,2026-07-21 02:01:00,2026-07-20 09:15:02,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
37,SETTLED_PROJECT,创新服务-入驻项目,131,383,603,北京米禾互娱科技有限公司,RealFace甄脸,聚焦AIGC数字内容领域，构建肖像权确权、授权、交易与维权全链路管理平台，为创作者、MCN及影视企业提供合规、高效、可溯源的数字形象资产管理解决方案。针对当前AI换脸乱象与商用授权模糊等行业痛点，平台依托区块链存证与数字水印技术，将主观创意转化为客观凭证，实现从源头确权到全网侵权监测的闭环管理。这不仅有效遏制了“偷脸”侵权风险，更为监管部门提供了全程留痕的治理工具，全面助力内容产业安全健康发展。。,形成覆盖肖像授权全流程的标准化产品体系，输出行业首个数字肖像合规交易标准，服务超百家机构客户，实现从确权到变现的商业闭环，助力内容产业安全健康发展。平台将通过打造“确权-授权-交易-维权”的一站式SaaS服务，彻底解决AI短剧、数字人直播等场景下的版权纠纷痛点。通过构建健康、透明的数字肖像交易生态，不仅为MCN机构和影视企业降低合规成本与侵权风险，更将激活海量AIGC数据要素的商业价值，推动整个数字文创产业迈向规范化、规模化的新纪元。,2026-07-17 17:56:15,2026-07-19 02:01:00,2026-07-18 09:29:57,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
38,SETTLED_PROJECT,创新服务-入驻项目,127,368,587,北京百度智图科技有限公司,城市智慧交通治理&大众出行导航服务,"申请北京市公共空间交通类数据，在合规前提下，与百度地图自有空间数据融合，解决现有地图楼栋无坐标、停车场信息不全、公交导向缺失、道路施工预警滞后问题；依托时空大模型完成数据自动更新、智能校验，升级导航民生服务。①民生：实现导航产品服务能力显著升级，用户出行路线规划更精准、避堵更智能、找位更高效、换乘更顺畅，有效减少因信息不对称导致的拥堵、绕路、停车难等问题，降低出行成本与碳排放，让民众切实享受数字技术赋能的智慧出行红利，增强公共服务获得感与城市生活幸福感。
②行业：形成可复制、可推广的公共领域数据合规开发利用模式，为地图行业与公共数据协同合作提供标杆案例；助力城市交通治理从 “被动响应” 向 “主动预判、精准调度” 升级，推动公共数据要素价值最大化，赋能数字城市与智慧民生建设",①更新北京交通出行数据库；②形成公共数据 + AI 地图标准化融合技术体系，输出可复制的政企公共数据协同开发标杆模式；①C 端导航产品（百度地图 APP 升级模块）产品形态：APP 内嵌服务插件，无需单独下载。功能：楼栋级精准 POI 定位、停车场实时空位与收费查询、公交行驶方向精准导航、占道施工路段提前预警、智能避堵规划。②数据治理融合工具（后台技术产品）品形态：离线数据处理引擎 + API 标准化接口，完成公共数据AI 自动更新、质量核验。,2026-07-07 16:49:37,2026-07-08 02:01:00,2026-07-07 17:31:41,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
39,SETTLED_PROJECT,创新服务-入驻项目,128,364,539,北京数字众智科技有限公司,数字社区综合服务平台,立足社区民生服务场景，严格遵循数据安全、最小必要、居民自愿授权原则，搭建社区线上线下一体化原生数据感知采集体系。整合社区线下服务大厅、自助服务终端、线上服务小程序三大服务载体，规范化、常态化采集居民各类便民服务、政务办事、生活服务行为数据，持续积累合规、真实、有效的社区原生民生数据资源。补齐社区基础民生数据采集碎片化、场景单一化短板，构建全覆盖、可持续、标准化的社区居民服务行为数据库，为后续对接脱敏社保公共数据、开展数据融合比对、搭建居民精准民生画像、迭代优化社区便民服务应用提供扎实、合规的底层数据支撑，全面提升社区民生服务精细化、智能化、精准化水平。,全力搭建全覆盖、规范化、可控化的标准化数据采集体系，全面整合打通社区线下服务窗口、智能自助服务终端、线上便民小程序等全渠道服务场景，破除各场景数据壁垒，实现多终端服务数据互联互通、同源同步。聚焦基层治理与便民服务数据需求，建立统一、规范、闭环的原生数据采集、留存、更新全流程工作机制，明确各类居民数据的采集范围、标准规范、留存期限、更新频次，统一数据录入口径与管理标准，彻底解决以往数据采集碎片化、标准不统一、更新不及时等问题。严格恪守数据安全与个人信息保护相关要求，全面落实居民主动授权、最小必要采集两大核心原则，所有数据采集工作均以居民自愿授权为前提，仅采集业务开展必需的基础信息，坚决规避盲目采集、冗余采集行为。同时，健全数据采集全过程监管与溯源机制，细化各环节工作权责，对数据采集、存储、使用全流程进行动态管控，实现数据采集合规化、流程标准化、溯源可查化，从源头杜绝超范围、超权限采集居民信息等违规行为，切实保障居民个人信息安全，为基层数字化、精细化治理筑牢数据合规根基。,2026-07-06 11:57:19,2026-07-08 02:01:00,2026-07-07 10:05:39,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
40,SETTLED_PROJECT,创新服务-入驻项目,124,362,545,钱塘征信有限公司,个人信用管理,"本项目主要为个人用户提供信用产品服务，在用户授权、依法依规前提下，对公共数据和商业数据融合加工，应用于以下个人信用服务场景：
1.在金融信贷场景，创设身份核验、欺诈识别、信用评分、偿债能力评估、资质画像等数据类产品，为银行、保险、消费金融公司等金融机构开展贷前审核、贷后管理和反欺诈经营活动等提供信用信息支持，补齐对个人信用状况的完整刻画。
2.在灵活就业场景，基于外卖骑手、网约车司机等灵活就业群体的招聘及运营流程中的痛点，开发背调报告等数据产品，为用工平台、人力资源服务机构等开展简历筛查、免押及工资预支风控、行业黑名单排除等经营活动提供信用信息支持，为蓝领用工提供全生命周期的个人信用服务。
3.在个人信用管理场景，在支付宝上线个人信用守护产品，对个人在借贷、经营、求职、服务等活动中产生的潜在信用风险进行归集、预警和提前处置引导，为个人随时随地管理和守护自身信用提供直达便捷的服务工具。
4.在公益向善场景，一是开发信用驿站产品，对于有还款意愿但经济困难的失信人员，通过引导就业、金融机构信贷优惠等组合政策重塑其还款能力，并修复信用。二是为退役军人、红十字优秀志愿者、造血干细胞捐献者、见义勇为者等赋予“向善人群”标签，便于其获得金融普惠利率与额度提升、岗位优先匹配与订单倾斜等专属权益。
","1.经济效益
（1）普惠金融场景：降本增效，激发市场活力
市场规模潜力巨大：据测算，依托个人信用数据资产化，相关收入预测产品、资产估值产品以及身份核验与人群画像等衍生服务，年市场规模可达8至45亿元。
用户端融资成本显著降低：通过精准识别优质客群，为守信用户提供定制化金融服务，预计可使优质用户的综合融资成本降低20%以上，切实减轻民众消费与经营负担。
金融机构端风控效能跃升：深度融合公共信用与商业数据嵌入机构风控模型，贷前调查时间可缩短50%，实现全流程实时线上审批；同时有效过滤潜在风险，助力不良贷款率降低0.5个百分点以上，提升资产质量。
（2）社会治理场景：赋能就业，盘活信用价值
灵活就业服务规模可观：针对超2亿灵活就业群体，围绕入职背景调查、设备租赁及信贷风控等核心痛点推出专属产品服务，预计该细分领域的整体市场规模可达35亿元，有效降低社会交易与核验成本。
（3）产业带动效应：培育生态，打造千亿级新赛道
全链条产业集聚：对标韩国Mydata等国际先进经验，大力培育本土个人信用服务产业。通过孵化数据供给、数据消费、数据技术服务及权益运营等上下游产业链，保守估计在“十五五”期间，有望新增形成800亿至1000亿元的市场规模，成为数字经济的新增长极。
2.社会效益
（1）在普惠金融子场景，深度融合公共信用与商业数据，嵌入金融机构风控，识别优质客群职业特性，落地额度更大、利率更低的消费贷款；在线信用服务覆盖中低收入及偏远地区人群，解决信贷准入、免抵押、免自证材料、利率降低等问题，实现促消费。
（2）在社会治理子场景：
一是在灵活就业领域，用工平台依托个人信用报告简化入职背调流程，降低职业准入门槛，以信用评价替代不合理押金，畅通就业渠道；对信用良好的骑手、司机等给予优先派单及费率优惠，稳定收入预期；优化工伤理赔流程减少争议，充分发挥个人信用在服务监管与权益保障中的核心价值，切实提升灵活就业的稳定性与职业发展空间。
二是在城市管理（停车缴费）领域，以信用守护为抓手，在如停车缴费等场景，及时提醒个人费用欠缴影响信用评价的风险，并引导个人完成缴费。
三是在公益向善领域，为“向善人群”赋予正向信用标识，可在多场景中由场景服务方自主决策是否给予更多权益。四是在社会诚信领域，前期依托支付宝、银行app等工具运营，为18岁以上人群提供一站式信用管理工具，突破时空限制，随时可用。",2026-07-03 14:37:56,2026-07-04 02:01:00,2026-07-03 15:12:19,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
41,SETTLED_PROJECT,创新服务-入驻项目,113,361,282,北京金融大数据有限公司,企业画像项目,"依托政务公共数据，完善全维度企业画像 API 服务矩阵，补齐企业经营履约、资产负债、财税信用、人员真实性五大维度画像能力，解决传统贷前尽调缺少企业经营佐证、偿债能力无法量化、主体资质真伪难核验、隐性负债识别不足等痛点，实现四大核心建设目标：
1.搭建统一标准化 API 查询体系，一站式调取企业股权质押、政府采购中标、高新资质、政府质量奖项、A 级纳税信用、高管人员真实性等多维画像数据；
2.完善主体真实性校验机制，实现企业名称、统一社会信用代码、核心高管证件信息交叉核验，杜绝虚假主体、冒用人员身份骗贷风险；
3.覆盖全市市场主体，打造全链路企业画像服务，为金融机构对公贷前尽调、授信评审、风险预判提供完整数据支撑，提升信贷审批精准度，降低授信违约与欺诈风险。","1.前置化解多重信贷风险：提前识别高股权质押、虚假高管身份、税务失信、空壳无实际经营订单等风险主体，从源头压降对公贷款不良率与欺诈授信案件；
2.大幅简化银行尽调流程：替代线下多部门调取资质、中标、纳税、质押纸质材料，线上秒级获取全部佐证数据，贷前尽调人力成本显著降低；
3.普惠与科创金融赋能：精准筛选高新技术企业、A 级纳税守信企业、稳定政府采购供应商，为银行普惠贷、科创贷产品提供精准客群筛选数据支撑。",2026-06-30 15:56:10,2026-07-01 02:01:00,2026-06-30 16:38:24,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
42,SETTLED_PROJECT,创新服务-入驻项目,114,360,282,北京金融大数据有限公司,场景解决方案项目,"打造面向金融机构企业营销场景的专属数据解决方案，解决标准化产品无法匹配银行差异化客群筛选、专属营销画像构建、个性化线索挖掘的痛点，实现三大核心建设目标：
1.搭建合规安全的联合建模专属数据操作环境，支持金融机构入驻开展线下数据挖掘、标签自定义建模，实现数据不出域、双方数据隔离计算；
2.打造标准化营销白名单定制服务能力，可根据客户业务场景按月 / 季度周期性输出专属企业营销名单、企业多维画像标签，精准匹配机构信贷、开户、普惠拓客等业务需求；
3.形成 “建模环境准备 + 周期化建模结果交付” 全流程定制服务模式，覆盖北京市全部市场主体，构建政务数据联合建模赋能金融场景创新的标准化范式，为银行提供高度定制化、高匹配度的对公获客数据支撑，大幅提升精准营销转化效率。","1.客群匹配度大幅提升：摆脱标准化产品固定筛选维度限制，支持银行自定义建模规则，精准挖掘适配自身业务的潜在客户，营销线索精准度显著提升；
2.降低营销人力成本：按月 / 季度自动批量输出成型营销名单与画像标签，省去银行自主整合、清洗多源数据的大量人工工作量；
3.合规联合建模标杆：构建数据操作间隔离计算模式，实现政企数据安全融合，规避原始数据流出风险，形成可复制的跨机构数据联合建模合规方案；
4.多场景适配能力：一套建模环境可支撑对公开户、普惠贷款、供应链金融、企业理财等多类金融营销场景，按需迭代定制建模规则。",2026-06-30 15:34:01,2026-07-01 02:01:00,2026-06-30 16:38:01,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
43,SETTLED_PROJECT,创新服务-入驻项目,115,359,282,北京金融大数据有限公司,司法特别关注名单项目,"一、总体目标
依托公开权威的失信被执行人、限制高消费、招投标违规等公共信用数据，通过对个人涉诉失信、履约违规、行为受限等多维不良信息进行归集与解析，自动识别个人不良信用行为与风险标签，构建标准化个人负面风险画像，精准识别高风险客群，弥补传统征信及风控信息盲区，提升准入审核、授信审批、风险排查的准确性与严谨性，有效防范欺诈、履约违约及道德风险。
二、细分目标
负面风险信息精准归集识别
整合个人失信被执行人记录、限高惩戒记录、招投标违规及市场失信行为数据，全面捕捉个人司法惩戒、信用惩戒、市场违规等负面信息，实现不良记录不漏判、不误判。
标准化不良风险标签构建
基于多源失信数据，拆解个人违约、拒不执行、司法惩戒、商业违规、履约失信等风险特征，形成可量化、可落地的个人不良标签体系，实现风险行为结构化、标准化输出。
高风险客户精准甄别
通过不良行为的存续状态、发生频次、严重程度、最新发生时间，区分轻微违规、一般失信、严重失信、持续惩戒等风险等级，精准定位恶意逃废债、履约意识差、司法涉险等高风险人群。","（一）负面信息判定规则体系
整合失信被执行人、限制高消费、招投标违规多类数据源，制定统一的数据清洗、记录有效性判定、风险等级划分规则，明确不良信息生效、终止、屏蔽、撤销的判定口径，解决多源数据重复、信息时效性差、风险判定标准不统一的问题。
（二）个人不良信用标签体系
搭建标准化负面标签库，覆盖司法失信类、限高惩戒类、招投标违规类等多维度标签，包含失信未履行、多次失信、法人关联失信、招投标围标串标、行政处罚类违规等特征标签，同时衍生失信发生时间、涉案金额、未履行金额、惩戒存续时长等量化指标，形成结构化个人负面风险画像。
（三）自动化风险筛查应用能力
开发线上化不良信息查询、校验、自动打标服务接口，嵌入业务审批流程，替代人工线下多平台手动检索核查，提升准入审核效率。实现高风险客户自动拦截、风险预警、授信审慎建议，全方位识别逃废债、履约意识薄弱类客群，压降欺诈与违约风险。
（四）合规交付与运维支撑资料
建立数据调用、查询、结果留存全流程审计留痕机制，输出指标口径说明书、不良标签使用手册、风控筛查策略文档等全套交付材料，实现风险识别能力可复用、可迭代、可常态化运维。",2026-06-30 09:02:16,2026-07-01 02:01:00,2026-06-30 14:22:29,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
44,SETTLED_PROJECT,创新服务-入驻项目,126,358,542,东莞市国彪半导体有限责任公司,集成电路半导体垂直细分领域高质量数据集建设,"构建芯片选址高质量数据集：围绕高端芯片制造对基础设施的严苛要求，建立涵盖微气象环境、水文水资源（超纯水制备与冷却水保障）、大气环境（空气质量与微震动）等维度的标准化数据集，并赋予唯一数据标识。
打造选址评估智能模型：基于高质量数据集，训练适用于半导体晶圆厂选址的AI评估模型，实现从多维环境数据到选址决策的闭环映射。通过入驻和申请数据资源后，同时我们也加快建设集成电路半导体垂直细分领域高质量数据集500个以上；并把数据集落地应用于实际的半导体工厂生产制造；通过数据集有力提升半导体工厂的生产工艺技术和半导体晶圆制程先进性水平；促进半导体工厂加快打破卡脖子，实现半导体产业化和国产化替代；尤其在高端晶圆和芯片的生产制造上，有力支持工厂落地生产建设和加速量产，并提升生产良率和效率；",通过本项目的落地应用，预期达成以下效果：提升选址决策科学性：摒弃传统“拍脑袋”选址模式，将环境数据转化为可量化的选址指标，降低因气候、水源等隐性风险导致的投资损失。赋能新质生产力发展：形成具有全国示范效应的半导体高质量数据集，为北京市乃至全国的数据要素市场化配置提供“AI燃料”。保障产业链安全：通过精准的环境适配性评估，确保晶圆厂长期稳定运行，避免因极端天气或水资源短缺导致的停线风险，保障高端芯片供应链的韧性。同时通过入驻和申请数据资源后，加快建设集成电路半导体垂直细分领域高质量数据集500个以上；并把数据集落地应用于实际的半导体工厂生产制造；通过数据集有力提升半导体工厂的生产工艺技术和半导体晶圆制程先进性水平；促进半导体工厂加快打破卡脖子，实现半导体产业化和国产化替代；尤其在高端晶圆和芯片的生产制造上，有力支持工厂落地生产建设和加速量产，并提升生产良率和效率；。促进国家集成电路半导体行业高质量发展，并打破卡脖子和国产化替代；同时促进半导体行业垂直细分领域高质量数据集建设和新质生产力发展；,2026-06-29 21:12:14,2026-07-04 02:01:00,2026-07-03 10:12:53,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
45,SETTLED_PROJECT,创新服务-入驻项目,116,357,282,北京金融大数据有限公司,风险管理项目,"依托北京市企业政务信用数据，搭建贷中、贷后全流程企业风险实时预警 SaaS/API 一体化服务，解决金融机构企业信贷业务风险识别滞后、风险线索碎片化、贷后监控人工成本高、风险处置不及时等行业痛点，实现三大核心建设目标：
1.构建标准化企业风险实时识别引擎，支持机构传入授信企业主体信息，秒级返回全维度风险事件明细，覆盖经营异动、司法、工商变更等多类风险场景；
2.打造合规可落地的信贷风险预警服务模式，严格遵循企业授权使用规则，仅在客户完成授权后调取对应风险数据，覆盖北京市全域企业，实现贷前准入复核、贷中动态监控、贷后逾期风险提前预警，降低对公信贷不良率，提升金融机构风险管控数字化、智能化水平，形成政务数据赋能信贷风控项目。","一、标准化数据服务产品成果：贷后预警（SaaS+API 双模式）
交付形态：
API 接口：供银行信贷系统对接，实时批量查询企业风险信息；
SaaS 线上平台：风控人员可视化操作，批量导入企业、查看风险台账、导出预警报告。
二、业务价值成果
1.风险前置预警：将企业经营、司法类风险发现周期压缩至实时，提前识别潜在逾期、违约客户，压降企业信贷不良规模；
2.风控人力减负：替代人工线下多渠道交叉核查企业信息，贷中贷后监控效率提升；
3.全流程授信管控：实现授信业务、企业主体、授权文件、风险事件一一绑定，满足监管信贷档案留存、风险溯源核查要求；
4.可复制风控范式：SaaS 轻量化平台 + 标准化 API 两种交付模式，适配国有行、股份行、中小银行、担保机构等各类企业金融客户。",2026-06-29 19:08:35,2026-07-01 02:01:00,2026-06-30 14:22:18,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
46,SETTLED_PROJECT,创新服务-入驻项目,117,356,282,北京金融大数据有限公司,家庭血缘关系图谱项目,"一、总体目标
依托公安户籍人口登记权威数据，通过解析户籍在册人员结构、亲属登记关系、同住人员信息，精准识别、校验个人与家庭成员之间的真实亲属关联关系，构建标准化家庭关系图谱，解决业务中家庭信息填报不实、亲属关系核验困难、家庭负债与共担风险识别不准等问题，为客户家庭资质评估、风险校验、授信审批提供权威的数据支撑。
二、细分目标
家庭成员关系精准识别
基于户籍登记的户主关系、亲属关系、出生日期、入户登记信息等字段，自动识别父母、配偶、子女、兄弟姐妹等直系及旁系家庭成员关系，输出准确、可溯源的家庭人员关联结果。
家庭结构完整还原
通过户籍在册人员、历史迁出、迁入、分户、并户等时序数据，还原客户当前实际家庭结构、家庭人口规模、直系亲属组成，纠正客户自主申报信息残缺、错报、漏报问题。
家庭风险关联研判
依托家庭成员关联关系，支撑家庭共债风险、关联人风险、家庭整体履约风险的识别，辅助判断共同生活、共同偿债、家庭资产关联等隐性风险，提升风控审查完整性。
标准化自动核验能力建设
建立统一的户籍亲属关系判定规则与家庭关系标签体系，实现家庭关系自动匹配、自动校验、自动更新，替代人工证明材料核验，提升业务审批效率与标准化程度。","一、规则成果
建立基于户籍登记数据的家庭成员关系判定规则体系，统一直系亲属、旁系亲属、同住家庭成员、户内关联人员的识别口径，解决人工核验标准不统一、申报信息失真、亲属关系难佐证的问题。
二、数据与标签成果
形成标准化家庭关联关系标签与家庭结构指标，包含户内人员数量、亲属关系类型、家庭成员变更记录、同住存续状态、家庭关联图谱等衍生特征，实现家庭关系结构化、数字化输出。
三、业务应用成果
实现家庭成员关联关系自动化识别、校验与查询能力，替代线下户口本、亲属证明等纸质材料核验，提升业务审批效率。支撑家庭共债排查、关联风险穿透、家庭整体资质评估，补齐家庭维度风控短板，降低信息不对称风险。
四、合规与交付成果
建立户籍数据授权调用、查询留痕、脱敏使用的合规机制，形成指标口径文档、规则手册、落地实施方案等全套交付资料，支撑系统常态化、标准化复用。",2026-06-29 18:22:04,2026-07-01 02:01:00,2026-06-30 14:22:10,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
47,SETTLED_PROJECT,创新服务-入驻项目,118,355,282,北京金融大数据有限公司,个人婚姻状态检索项目,"依托民政婚姻登记官方脱敏数据，精准核验、识别个人当前真实婚姻状态，解决信贷、政务、金融等业务场景中个人婚姻信息自主申报失真、核验渠道缺失、信息不对称等问题，实现婚姻状态标准化、自动化判定，为客户家庭负债、共同还款责任、家庭资产归属、授信风控审批等业务环节提供权威数据支撑，提升业务合规性与风险识别精准度。
二、细分项目目标
1. 信息精准核验目标
基于民政婚姻登记全量历史业务数据，自动判定个人婚姻类型：未婚、已婚、离婚、丧偶、再婚等标准婚姻状态，还原最新有效婚姻结果，修正客户自行填报的错误、隐瞒类婚姻信息。
2. 婚姻全生命周期行为识别目标
梳理个人历次婚姻登记、离婚登记、补领婚姻证件、再婚登记等时序记录，识别婚姻变更时间、婚姻存续时长、婚姻变更频次等特征，构建个人婚姻行为标签，辅助判断家庭稳定性。
3. 业务风控决策支撑目标
通过权威婚姻状态识别，明确借款人是否存在共同还款人、家庭共有财产与共同负债风险，防范单人隐瞒婚姻状况、隐匿家庭债务、违规单方面处置资产等欺诈类风险，优化授信审批、担保准入、贷后风控策略。","一、数据规则成果
建立统一标准化的婚姻状态判定规则库，依托民政婚姻登记、离婚、再婚、丧偶等全量时序数据，明确未婚、已婚、离异、丧偶、再婚等婚姻状态的判定口径、优先级与时效规则，统一系统识别标准，解决人工填报信息不一致、更新不及时、真伪难辨的问题。
二、标签与识别能力成果
输出个人标准化婚姻状态结果及婚姻行为特征标签，包含婚姻存续时长、婚姻变更次数、最新婚姻变更时间等衍生指标，形成可复用的婚姻画像标签体系，实现个人婚姻状态自动化、精准化识别。
三、业务应用成果
形成可对接业务系统的自动化查询、校验、判定服务，替代人工线下核验结婚证、离婚证等纸质材料，大幅提升业务审批效率。为授信审核、共同还款人认定、家庭风险研判等场景提供权威数据依据，有效规避隐瞒婚姻状态导致的业务风险。
四、合规与文档成果
建成全流程合规的数据调用、查询留痕机制，满足个人信息保护及政务数据使用规范。同步输出规则说明书、指标口径文档、业务落地方案等全套交付材料，保障项目可落地、可复用、可迭代。",2026-06-29 18:04:26,2026-07-01 02:01:00,2026-06-30 14:21:58,0,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SETTLED_PROJECT
