序号,接口表名,数据类别,id,biz_unique_id,scene_name,scene_open_dept,scene_batch,scene_summary,scene_status,scene_innovation_demand,scene_type,contact_user,phone,email,create_time,update_time,data_time,del_status,scene_range,favorited,来源接口
61,SCENE_DEMAND,创新服务-场景需求,50,1492,门户网站AI综合信息服务大模型应用场景,首都之窗运行管理中心,2025北京市智慧城市场景创新需求批次,围绕门户网站用户高效获取政务资讯、快速理解应用政策需求，通过大模型、自然语言处理、知识图谱等技术，融合全市政府网站及政务新媒体的资讯数据，以“通用推荐+个性推荐+智能对话框”为核心形态，提供资讯速递/速览/速读，以及政策速读/脑图/图谱/可视化解读一体化服务，提升用户获取政务信息的便捷性，树立政务数字服务智能化标杆。,"一、背景情况：
传统模式下网民获取政务信息需依照栏目层级“逐个检索”，无法跨平台聚合信息；传统搜索面对海量结果，手动筛选操作步骤多、耗时长，信息获取成本高。用户面临政策阅读效率低、理解门槛高、信息整合难、落地应用难等问题，政策可及性、易懂性、实用性不足。
二、拟解决的问题：
深化政府门户数据治理应用，解决跨平台资讯聚合难、搜索筛选低效，以及政策理解与应用障碍两大核心问题，通过AI技术辅助门户资讯智能交互，探索内容运维新模式，并实现政策结构化拆解与可视化解读。","1.融合NLP、可视化技术与知识图谱技术，构建政务信息服务智能中枢。实现资讯速递（最新资讯汇聚推送）、速览（可视化要点卡片）、速读（智能摘要生成）三功能，支持任意周期资讯综述查询与智能对话交互；实现政策脑图、可视化阅读、溯源比对等功能，降低用户信息获取与政策理解耗时。
2.推动跨平台资讯数据与跨部门政策数据的双向聚合，实现数据驱动的政策-需求匹配。结合用户行为数据动态优化个性推荐策略，并利用算法平衡自主选择与全局推荐；建立“政策-服务-案例-人群”关联图谱，提升匹配精准度。
创新主动响应的嵌入式政务综合信息服务新模式。打破传统栏目层级浏览与政策文本孤立解读模式，打造资讯“伴随式”服务与打造政策“导读+导服”一体化服务，以AI服务全流程陪伴助力政务信息的易用化转型。",1,余勇妮,010-55529620,yuyongni@jxj.beijing.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
62,SCENE_DEMAND,创新服务-场景需求,49,1493,120急救智能呼叫场景,北京市卫生健康委员会,2025北京市智慧城市场景创新需求批次,围绕北京市120急救热线话务压力大、资源紧张等痛点，融合大模型、NLP、ASR、TTS、语音情绪识别等AI技术，构建智能化、高效率、高可靠性的120急救热线服务体系，实现智能话务分流、全量病例质检、座席实时辅助与多源知识管理，提升急救响应效率、服务质量和资源利用率，保障危急重症患者“生命通道”畅通。,"一、背景情况：
北京市120急救热线日均接听超6000次，高峰期进线量激增，导致生命通道拥堵，大量来电属非紧急需求，挤占有限资源，需任务单记录效率低、准确性待提升。
二、拟解决的问题：
1、高峰期（如极端天气、突发公共事件）进线量激增，导致关键生命通道拥堵，部分紧急求救电话可能因占线延误救治。
2、120电话受理质控抽检覆盖率不足，部分问题通话不能及时发现。
3、120任务单人工记录速度慢、完整性、准确性有待提高。
4、即时知识支持支撑能力不足。传统知识更新与抽取效率低，难以提供即时知识支持。","1.利用AI语音识别与NLP实现自动分类，提升热线处理能力。结合大数据优化车辆调度；实现AI质检与高风险通话实时标记；提高任务单记录的准确性、速度和完整性；为新手调度员提供全流程辅助；提升多源异构知识抽取与更新的效率，实现业务咨询自动应答。
2.深度挖掘北京市120急救热线海量数据价值。通过AI智能分级与实时分流、医学知识驱动的智能引擎、生成式任务摘要与流程引导、全量AI质检与知识管理等创新举措，实现来电分级精准化、病例质检合规化、调度流程智能化、知识支持实时化。",3,张进军,010-66098031,zhang92560@163.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
63,SCENE_DEMAND,创新服务-场景需求,48,1495,政务服务宣传讲解AI数字人应用场景,东城区政务服务和数据管理局,2025北京市智慧城市场景创新需求批次,围绕展厅讲解、招商引资楼盘讲解、政务服务咨询、政务直播、政务短视频等场景，通过数字人技术，结合人工智能和大模型，融合相关政策数据，实现数字人自主讲解和智能问答，达到“展厅讲解-移动问答-宣传直播-政策短视频”的政务数字人全场景应用效果。,"一、背景情况：
随着数字政府建设的深入推进，政务服务场景对智能化、高效化、便捷化的需求日益迫切。通过数字人融合政务数据与大模型是提升服务质效的关键。
二、拟解决的问题：
1.展厅讲解自动化程度低，讲解服务受时间和人员限制，互动性不足，无法充分体现展馆科技感；
2.商圈情况讲解、街道问题咨询、政策咨询等依赖前端工作人员，对工作人员政策掌握程度要求高；
3.政策讲解及招聘直播成本高、覆盖面不足；人工讲解短视频制作费时费力。","1.采用大模型+数字人技术，实现多场景自适应数字人对话。突破固定脚本限制，实现自主应答与多轮对话，可灵活适配展厅、移动端、直播、短视频等不同场景，实现实时数据联动，政务数据更新时数字人内容自动同步更新。
2.构建驱动数字人的“智能知识引擎”。文本数据转化为数字人可理解的“讲解脚本库”和“问答知识库”，实现政务数据从“静态存储”到“活化应用”的价值跃升，大幅提升数据利用率。
3.打造覆盖“展厅讲解-移动问答-宣传直播-政策短视频”的政务数字人全场景应用模式。突破数字人技术单点应用局限，形成从“线下展示”到“线上服务”、从“信息传递”到“互动办事”的完整闭环。",3,张卓,010-51271245,dczwfwbxxhk@bjdch.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
64,SCENE_DEMAND,创新服务-场景需求,47,1496,城市行道树倒伏智能监护场景,北京市园林绿化局,2025北京市智慧城市场景创新需求批次,围绕首都公共安全和园林设施保护需求，利用物联网感知和多模态AI模型等技术，整合行道树健康状况、实时气象等多维数据，构建城市行道树实时监测与风险预警模型，提升行道树倒伏识别率，减少预警响应时间，降低市政应急成本，实现精准防护，保障市民生命财产安全及交通畅通，提升市政应急管理能力。,"一、背景情况：
北京行道树数量庞大且树龄普遍较高，近年来，受极端天气和树木自然老化影响，行道树倒伏事件频发，造成交通中断、设施损毁，甚至人员伤亡。为提升行道树倒伏识别速度与处理效率，需加强行道树健康状况、实时气象等多维度数据驱动的倒伏风险等级量化，提升应急响应时效，满足核心区安全防护时效要求。
二、拟解决的问题：
传统人工巡检模式存在覆盖面有限、响应滞后等问题，急需通过智能化手段实现风险早发现、早预警、早处置，保障城市安全运行与市民生命财产安全。","1.融合物联网感知和多模态AI模型技术，构建行道树倒伏风险的主动预警模型。开展视频图像、行道树监控状况、实时气象等多源数据的联动分析，精准识别行道树的潜在风险，如倾斜、倒伏、断枝等隐患，提高异常事件响应效率，防范次生灾害的发生与不良影响。
2.整合实时气象、道路监控和行道树养护数据，优化行道树倒伏风险预测算法。促进行道树监护数据融合应用，为园林绿化、应急抢险等部门提供服务，助力城市生态安全决策。
3.基于“监测-预警-处置”闭环设计，构建“传感终端+AI分析+云平台”三层架构体系。形成覆盖监测、分析、处置全流程的标准化城市行道树智能监护解决方案，实现从被动告警到风险预测的升级，为智慧城市安全领域提供技术支撑。",2,胡远宁,010-55535430,hyn@yllhj.beijing.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
65,SCENE_DEMAND,创新服务-场景需求,46,1497,“物联网+AI”地下空间人防工程智慧监测场景,北京市国防动员办公室,2025北京市智慧城市场景创新需求批次,围绕城市地下空间安全及环境的监测需求，运用物联网实时感知、大数据、人工智能等技术，对城市地下空间安全及环境数据进行采集、加工与应用，实现对地下空间结构状态、环境参数等关键指标的实时感知与智能预警，提高城市地下空间运行的监管效能和应急响应能力。,"一、背景情况：
城市地下空间涵盖交通设施、市政公用设施、商业服务设施、物流仓储设施和包括人民防空设施在内的防灾设施等应用类型，其安全性直接关系到人民生命财产安全。
二、拟解决的问题：
当前地下空间人防工程信息监测依赖人工记录、上门采集等方式，存在响应滞后、覆盖不全等问题。","1.构建基于“物联网实时感知+AI”技术的城市地下空间智慧监测解决方案。运用物联网实时感知、大数据、人工智能等技术，实现对人防工程结构主体、设施设备、空气等环境的实时监测与智能预警，显著降低事故概率和影响。
2.融合应用多源多维监测数据。深度分析应用地下空间结构状态、环境参数等数据资源，构建智能预警模型，提前发现风险隐患，提升地下空间安全性、管理智能化水平。",2,刘凯,010-83116145,liuk@gdb.beijing.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
66,SCENE_DEMAND,创新服务-场景需求,45,1498,数字防空警报应用场景,北京市国防动员办公室,2025北京市智慧城市场景创新需求批次,围绕人民防空警报体系智能化水平提升需求，运用物联网、人工智能等新技术，融合警报设备配置、部署位置、覆盖范围、运行态势、通信链路、维护管理、实时状态等数据，构建地上地下于一体、平时战时相结合、应战应急相衔接的新一代数字防空警报体系，实现防空警报的精准高效管理，提升战时人员防护与平时应急预警报知的双重效能。,"一、背景情况：
人民防空警报系统需实现多源全域覆盖、应战应急一体化、多手段发放，亟需提升城市区域、复杂环境和关键节点的预警报知全域覆盖能力。
二、拟解决的问题：
1.多种通信手段发放警报，实现地上、地下全域覆盖。
2.将传统警报音响手段与新媒体发放手段相结合，实现基于警报器、新媒体、网络、广播电视的声音、文字、视频融合发放。
3.将防空警报融入城市预警信息发布系统，提高防空警报信息多源多域联动报知能力。","1.构建地上地下于一体、平时战时相结合、应战应急相衔接的新一代数字防空警报体系，突破传统警报系统的空间限制、报知手段限制；打造平急两用场景，将战时防空警报与平时防灾、社区宣传等功能融合，实现“一体多能”。
2.融合多种通信技术，打造智能化运维模式。构建多手段融合、安全互备的警报发放通信网络；开发地上、地下和防灾预警等不同场景的通信网关与警报设备，集成物联传感技术，满足不同场景部署需求。
3.利用大数据技术分析警报设备运维状态数据，生成智能化更新计划与维护方案，提升数字化管理能力；形成警报系统与应急广播、融媒体、社区终端的数据交互机制，实现警报音响信号多平台联动同步发放。",2,李进国,010-83116079,lijg@gdb.beijing.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
67,SCENE_DEMAND,创新服务-场景需求,44,1499,基于感知体系的森林防火报警精准定位场景,顺义区经济和信息化局,2025北京市智慧城市场景创新需求批次,基于顺义区现有视频图像感知体系，聚焦山区与城区精准定位火情位置、指导消防救援人员快速出警需求，建设森林防火报警精准定位场景，提升森林防火智能化水平，增强城市安全韧性，为区域应急管理提供可复制经验。,"一、背景情况：
顺义区视频图像感知体系已接入2万余前端监控设备，其中高点监控超过200个，基于视频图像感知体系建设森林防火预警平台，已支持通过高点监控对火情的识别和告警，具备火情识别的相关算法，已实现在感知火情后第一时间报警至消防救援局等相关单位。
二、拟解决的问题：
目前平台无法在地图上精确定位火情位置，导致消防救援人员需要在高点监控范围内花费大量时间寻找起火点，影响救援效率。","1.通过火情识别算法，实现对森林火情的态势感知和主动上报。结合地理信息地图数据和视频监控数据综合分析，实现监控预警到地图点位的精确映射。
2.通过多源数据融合计算，实现起火点精准定位导航。整合多种定位数据源，提升定位精度与可靠性，支持在感知平台发现火情后，精确计算起火点位置并在地理信息地图上明确，在报警同时将地图点位和导航发给消防救援局，辅助消防人员快速抵达起火点，实现在感知火情后第一时间扑灭处置。",2,杨牧洲,010-69421090,xinxzx2010@163.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
68,SCENE_DEMAND,创新服务-场景需求,43,1500,基于感知体系的重点企业安全生产监测报警场景,顺义区经济和信息化局,2025北京市智慧城市场景创新需求批次,聚焦区域重点企业安全生产即时预警需求，依托区级感知平台，构建面向重点企业车间的智能安全监管算法模型，打造“感知+算法+生产安全”融合新模式，实现风险识别、即时预警，赋能重点企业安全生产管理，降低人工值守成本，提升区域安全生产治理智能化水平。,"一、背景情况：
顺义区已经建立感知平台，拟构建基于视频图像分析的标注算法，对越界、不戴安全帽等行为分析和告警，赋能车间安全生产监控应用，对重点企业生产车间内监控数据的分析，及时发现人员违规离岗、违规操作、不戴安全帽等行为，及时告警，从源头上杜绝事故发生。
二、拟解决的问题：
目前顺义区重点企业对车间生产安全的监控主要以人工值守发现问题为主，管理效率有待提升。","1.智能分析车间生产数据，提升安全预警能力。创新传统人工监管模式，依托区级感知平台，对车间生产数据（人员轨迹、操作行为等）进行智能分析，精准识别越界、违规操作、未戴安全帽等不安全行为，实现从“人工被动发现”到“算法主动预警”的转变。
2.探索智能算法深度应用，构建专属安全生产监管模型。聚焦重点企业生产安全场景，构建专属安全生产监管模型，精准匹配车间安全管理需求，提升风险识别管理效率。",2,杨牧洲,010-69421090,xinxzx2010@163.com,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
69,SCENE_DEMAND,创新服务-场景需求,42,1504,基于5G-A无源物联网的智能物流全程溯源追踪场景,北京市教育委员会,2025北京市智慧城市场景创新需求批次,围绕物资监控溯源效率提升需求，融合应用5G-A无源物联网技术与数字孪生、区块链等技术，构建基于5G-A无源物联网的智慧物流验证平台，实现物流运输全流程实时可视化监控，场景成果将直接服务于城市平急结合的物流体系建设，为物流行业数字化转型提供技术验证。,"一、背景情况：
蜂窝无源物联网具有广覆盖、低功耗、大连接等优势，可有效解决物流行业在货物追踪、仓储管理及供应链协同中的痛点。我国物流业正加速向数字化、智能化转型，亟需依托5G-A技术构建高效、低成本的物联网基础设施，支撑无人仓储、智能分拣、全程可视化等创新应用。
二、拟解决的问题：
1.解决溯源信息断层问题，实现物资实时定位，提升应急状态下物资调度响应。
2.解决传统有源监测设备能耗过高、成本高和部署难等问题。","1.融合基于5G-A的蜂窝无源物联网与区块链、数字孪生和大数据技术。应用于物流行业，实现物资全生命周期数据免供电、低功耗采集与可信存证。
2.突破物流、交通、环境数据的格式壁垒。通过5G+TSN网络实现多源异构数据实时融合，构建跨域数据平台。
3.构建“5G-A无源物联+区块链”物流可信溯源体系、实现端到端物流运输和物资分布实时可视化，支持城市与校园场景快速复制，推动行业标准制定。",1,李民,17801158166,limin@bwu.edu.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
70,SCENE_DEMAND,创新服务-场景需求,41,1507,智慧校园数字孪生管理场景,北京市教育委员会,2025北京市智慧城市场景创新需求批次,围绕校园精细化管理能力提升需求，运用BIM、数字孪生与物联网等技术，打造实景三维校园，构建“智慧校园一张图”，实现校园全要素信息空间化、可视化呈现，推动校园管理智能化、精细化升级。,"一、背景情况：
当前我校安防、消防、能耗、楼宇自控等系统协同不足，应急响应与指挥调度效率较低，随着学校校区规模的持续扩大，亟需运用新技术创新校园管理模式。
二、拟解决的问题：
1.校园终端设备数据分散，难以实现集中、直观的校园整体状态展示与管理。
2.各系统间联动性差，安防、监控、楼控等场景未能基于统一平台实现有效联动与管控操作，影响校园管理效率。","1.构建校园数字孪生空间。深度融合BIM、三维GIS、物联网等技术，将来自不同摄像头和其他数据源的视频流无缝地集成到“一张图”中，直观展示校园整体状态，基于物联网中台，实现监控、楼控等场景的智能管理。
2.探索“一图统管”校园治理新模式。提升校园基础空间信息服务统筹能力，通过三维地图服务、地址编码服务和空间分析等空间信息服务，实现校园数据整合、全天候空间模拟、交通监控、应急管理，实现全局化、协同化校园治理。",2,黄彦飞,13651021520,hyf@bistu.edu.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
71,SCENE_DEMAND,创新服务-场景需求,40,1508,平谷区“人工智能+教育”应用平台场景,平谷区教育工作委员会,2025北京市智慧城市场景创新需求批次,围绕人工智能技术与教育教学深度融合需求，构建基于大模型、大数据技术的“平谷区数字教育平台”，深化人工智能技术在课堂、练习、复习、备考等教学场景的融合应用，推动区域教育教学质量提升。,"一、背景情况：
深入落实国家“人工智能+”战略行动、北京市关于首都教育数字化转型工作要求，围绕推动区域教育特色发展的战略需求，深入探索人工智能技术与教育教学深度融合场景，促进区域教育高质量发展。
二、拟解决的问题：
1.区域教育资源分布不均。不同地区、不同学校的教育资源分配不均衡，例如家庭教育不足、教辅供给问题，教学质量存在差距。
2.教师日常工作低效重复。当前教师在备课、批改、数据分析等环节需耗费大量精力。","1.推动基于大数据的循证教研实践，实现教学全链条智能化改进。帮助教师从“经验教学”到“精准教学”，为学情诊断、个性化教学辅导等提供支撑。
2.构建大模型、知识图谱赋能的智适应学习体系。利用AI技术重点突破学生个性化学习关键环节，满足学生个性化发展需求。
3.打造人工智能赋能区域教育改革新范式。运用智能化技术，探索更具实用性的高质量AI教育解决方案，助力区域教育数字化转型。",1,周林状,010-69961158,jwxxhk@bjpg.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
72,SCENE_DEMAND,创新服务-场景需求,39,1509,基于微尺度预报技术的重大活动保障场景,石景山区气象局,2025北京市智慧城市场景创新需求批次,围绕重大活动智慧调度的业务需求，通过多模态大模型、知识图谱、模拟仿真等技术，融合安保、消防、医疗、交通等数据，构建应急演练大模型，实现数字孪生驱动的虚实融合指挥，形成重大活动全周期智慧化保障闭环。,"一、背景情况：
随着首钢园的快速发展，每年各类大型赛事活动日益增多，包括服贸会等不同规模、不同场地需求的数十次活动。在每次活动保障中，石景山区相关部门均需要提供不同程度的保障力量和保障资源。
二、拟解决的问题：
目前的重大活动保障机制未能同时适应多种类活动的保障需要，难以保障活动指挥中心对各级保障人员和资源的及时调度、对风险的及时预警、对突发事件的及时高效处置、对现有资源的高效利用。","1.引入微尺度预报技术，实现首钢园10米级分辨率精准预报。为重大活动提供强大的气象服务保障能力，并对园区内的灾害高风险区域、突发事件发生区域提供更加精准的预报，为防灾减灾、应急救援提供支撑。
2.通过“多模态大模型+仿真模拟”技术融合，为应对真实突发事件提供决策支持。将文生视频、文生图与图生文等多模态大模型能力与真实地图空间、实景视频画面结合，构建适用于重大活动保障的仿真模拟演练场景，实现数字孪生驱动的虚实融合指挥。
3.实现时空数据融合实景视频数据在重大活动筹备与现场监测中的应用。将活动任务相关人员、车辆、物资等信息与空间数据、视频数据关联，实现对活动筹备任务的实时监控和重点目标的实景跟踪。",1,"邢万里（古城街道办事处）；
果欣欣（区气象局）",18610652145；010-68887008,sgyzb@bjsjs.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
73,SCENE_DEMAND,创新服务-场景需求,38,1510,大模型赋能石景山区新闻宣传场景,石景山区政务服务和数据管理局,2025北京市智慧城市场景创新需求批次,构建深度赋能石景山新闻宣传场景的大模型能力体系，打造“三级模型协同”能力基座（国产大模型认知基座+多模态感知中枢+垂直业务场景触手），实现新闻宣传“策划－生产－审校－传播－服务”全链路智能跃升。,"一、背景情况：
依托石景山算力中心和石景山政务云平台，围绕“北京石景山”新闻客户端、微信、微博、短视频平台等宣传矩阵，构建多模态新闻宣传综合体。
二、拟解决的问题：
1.行业专属模型缺位。通用大模型缺乏对新闻宣传场景的专业适配能力，在政策表述规范性、地域特色表达、宣传导向把控等维度存在显著偏差，导致生成内容与业务需求脱节。
2.内容合规成本逐渐提高。传统人工审核响应速度慢，面对海量多模态内容时漏检率波动，内容合规成本持续攀升。
3.媒资价值深度沉没。历史新闻素材分散于孤岛系统，元数据标注粗糙导致检索效率不高；珍贵影像、文献无法关联业务场景复用，媒体资产利用率不足，历史资源价值挖掘与再创造机制缺失。","1.打造新闻领域大模型能力体系。采用“三级模型协同模式”，以国产化大语言模型为认知基座、多模态大模型为感知中枢、垂直业务小模型为场景触手，结合领域自适应训练，构建深度赋能石景山新闻宣传场景的大模型能力体系。
2.基于大数据和大模型能力构建智能选题。通过整合国内外主流信源与智能分析流程，调用大模型的事件关联图谱引擎与传播影响力预测能力，提升选题效率。包含信息整合与热点捕捉、涉石景山话题监测等能力。
3.依托大模型深度理解和分析能力，构建私域知识库。通过大模型对多模态素材媒资的深度理解，实现素材知识化，构建私域知识库。",1,张金勇,13611300471,srmzbs@bjsjs.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
74,SCENE_DEMAND,创新服务-场景需求,37,1511,“城市管家”人形机器人巡查与服务场景,石景山区城市管理委员会,2025北京市智慧城市场景创新需求批次,针对石景山区人工巡查覆盖不足、动态问题处置效率低、公共服务响应延迟等城市管理痛点，构建集服务、巡查、问题处置于一体的通用服务机器人场景，建立覆盖重点区域的机器人智能巡查网络，实现全域全时服务覆盖。,"一、背景情况：
石景山区城市管理委统筹全区市容环境、市政设施、城市秩序等综合治理工作，承担城市精细化管理的规划与实施。
二、拟解决的问题：
1.人工巡查覆盖不足。重点区域夜间时段存在巡查盲区，占道经营、设施破损等问题发现滞后。
2.动态问题处置效率低。流动摊贩、突发堆物等需多轮劝阻，处理效率低。
3.公共服务响应延迟。市民咨询引导、简易问题处置依赖人力，高峰时段服务能力不足。","1.探索人机协同治理新模式。联动城市管理业务系统，实现机器人采集事件与人工处置力量的高效联动，在重点区域形成“机器人日常巡、人员重点管”的协同格局，在夜间及极端天气下，通过机器人为城市管理查漏补缺。
2.实现数据赋能微观空间治理。集成多语种语音交互能力，提供市民咨询应答、政策宣传等轻量化服务。采集传统手段难以获取的、精细的城市微观数据，为城市管理的动态资源调度提供可靠数据支持。
3.建设城市智能巡逻体系。部署具备环境感知能力的机器人集群，实现占道经营、垃圾暴露等违规行为智能识别；通过机器人7×24小时巡查补足管理盲区，降低人工负荷。",3,杨硕,010-68867579,sjscgwbgs@bjsjs.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
75,SCENE_DEMAND,创新服务-场景需求,36,1512,石景山区数据要素综合服务枢纽场景,石景山区政务服务和数据管理局,2025北京市智慧城市场景创新需求批次,针对数据要素创新发展生态建设需求，打造线上线下相结合的数据要素综合服务枢纽，应用AI、大数据等技术，整合数据交易所、数商、金融机构等主体资源，构建企业数据资源服务平台，为企业提供“一件事”式数据服务，形成数据供给方、需求方、服务方融合发展的生态体系。,"一、背景情况：
为建立健全数据要素服务体系，提供数据要素综合性服务，加快推动《石景山区数据要素赋能高质量发展三年行动计划（2025—2027年）》落地见效。
二、场景解决的问题
目前，石景山区数据资源较为丰富，企业数据交易流通需求日趋增加，亟需健全数据要素服务体系，解决企业数据供需对接不匹配问题，解决企业数据合规登记、数据资产评估、数据资产融资不畅等难点，为推动数据要素市场化配置改革打下坚实基础。","1.构建基于AI的数据供需精准对接服务体系。依托人工智能、大数据等技术，开展企业数据资源调查分析，搭建企业数据服务一体化平台，实现数据供需高效匹配，提升数据流通交易效能，推动数据从无形资源向可量化、可交易、可核算的关键生产要素转化。
2.创新构建企业数据服务“一件事”服务模式。整合数据交易所、数商机构、金融机构等上下游资源，通过以线上平台与线下窗口相结合的服务模式，为企业提供涵盖数据资产确权、登记、融资等环节的一站式服务，实现“一窗受理、资源共享、多方协同”的服务成效。",3,孙笑杰,010-81928826,zsjsjglk@bjsjs.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
76,SCENE_DEMAND,创新服务-场景需求,35,1513,视频智能筛选大模型场景,石景山区政务服务和数据管理局,2025北京市智慧城市场景创新需求批次,围绕视频监控资源高效管理与精准调用业务需求，通过自然语言处理、大模型、多屏联动控制等技术，实现对海量实时视频流的快速处理，对历史视频数据与实时数据的综合分析，为资源调度、公共管理提供决策依据。,"一、背景情况：
传统的视频监控系统依赖人工手动切换、筛选摄像头画面，效率低下且难以快速定位关键信息，亟需智能化、自动化的视频筛选与展示方案，以满足高效监控与精准决策的需求，提升公共安全管理和资源调度的能力。
二、拟解决的问题：
1.人工筛选效率低，难以在紧急情况下快速响应。
2.信息检索不精准，难以精准定位所需的视频监控资源。​","1.探索实时视频智能分析技术。运用计算机视觉算法与大模型的图像识别能力，对海量实时视频进行快速处理，不仅能识别常规物体与场景，还可分析行为模式、环境变化等复杂信息。​
2.深度挖掘城市运行数据价值。通过大模型对历史视频数据与实时数据的综合分析，挖掘数据潜在价值。不仅用于即时筛选展示，还可进行趋势预测，如预测垃圾桶满载时间、人流聚集时段等，为资源调度、公共管理提供前瞻性决策依据，打破传统监控数据仅用于事后追溯的局限。​
3.形成动态语义驱动的视频资源管理方案，填补相关领域技术空白。基于大模型的动态语义理解能力，构建可灵活适配各类复杂需求的视频资源管理体系，形成一套标准化、可复用的视频资源智能化管理解决方案。",2,金明东,010-81925752,zsjsjglzx@bjsjs.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
77,SCENE_DEMAND,创新服务-场景需求,34,1515,区域慢病管理场景,大兴区卫生健康委员会,2025北京市智慧城市场景创新需求批次,聚焦慢性病患者全程服务需求，构建覆盖“防、筛、诊、治、管”全流程的慢病协同管理体系，引入AI技术辅助医生开展业务，对重点慢性病人群的筛查与健康管理，综合控制生活方式和行为危险因素，提高慢性病危险因素控制率，通过个性化精细管理，降低医生管理工作负担，提高工作效率与质量。,"一、背景情况：
慢性病发病率持续提升，基层医疗资源分散、管理效率低，传统模式难以满足患者连续性健康管理需求。需优化服务流程，推动医联体内资源协同，提升基层医疗服务能力
二、拟解决的问题：
1.管理效率低，人工健康监测与随访耗时耗力，预警滞后。
2.慢性病管理工作中各项服务内容之间整合度不够紧密，在整个慢病患者健康医疗服务链中，医疗卫生机构难以有效深入参与。","1.构建基于深度学习的疾病风险预测模型。对慢性病患者多维度筛查和健康档案数据融合分析，及时发现异常情况并进行预警，实现疾病发展趋势动态预测。
2.构建患者健康画像，提供个性化干预方案。为患者提供合适的饮食、运动、用药等建议，帮助患者更好地控制病情、改善健康状况。
3.构建面向医生和患者的AI全流程服务。为医生提供慢病AI助理，辅助开展大部分简单重复的日常工作，专注于重点慢病患者的管理；为患者提供慢病AI智能助手，随时随地享受到个性化、精细化的慢病管理服务，持续提升患者满意度与依从性。",3,李桐,010-60283502,wjw_xxzx@bjdx.gov.cn,2026-06-05 18:31:06,2026-06-05 18:31:06,2025-11-24 00:00:00,0,2,false,https://dibj.cn/portal/api/common/calling/page?tableCode=SCENE_DEMAND
