序号,接口表名,数据类别,id,biz_unique_id,data_code,data_name,dept_name,service_type,is_shared,is_open,sample_data_json,sample_data_keyword,data_url,create_time,update_time,data_time,del_status,valid_status,visit_count,domain_name,domain_type,organation_name,data_subject,favorited,来源接口
3120,GOV_DATA,数字资源-政府侧数据,7803,BC-AQ-AC-AB,BC-AQ-AC-AB,北京市人民政府国有资产监督管理委员会历年支出总表,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""项目支出"":""32026.0"",""基本支出"":""46204.0"",""总计"":""17945.0"",""部门支出经济分类科目"":""节能环保支出"",""政府支出经济分类科目"":""资源勘探信息等支出"",""支出功能分类科目"":""一般公共服务支出"",""对附属单位补助支出"":""14222.0"",""事业单位经营支出"":""13761.0"",""上缴上级支出"":""46732.0""},{""项目支出"":""30302.0"",""基本支出"":""24825.0"",""总计"":""1855.0"",""部门支出经济分类科目"":""节能环保支出（续）"",""政府支出经济分类科目"":""金融支出"",""支出功能分类科目"":""住房保障支出"",""对附属单位补助支出"":""43131.0"",""事业单位经营支出"":""37648.0"",""上缴上级支出"":""11039.0""}]",项目支出。基本支出。总计。节能环保支出。资源勘探信息等支出。一般公共服务支出。对附属单位补助支出。事业单位经营支出。上缴上级支出；项目支出。基本支出。总计。节能环保支出（续）。金融支出。住房保障支出。对附属单位补助支出。事业单位经营支出。上缴上级支出,,2026-06-05 18:33:50,2026-07-08 11:28:27,2024-05-29 15:04:33,0,0,0,财税金融,经济发展类,办公室（党委办公室）,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3121,GOV_DATA,数字资源-政府侧数据,7802,BC-AC-AE-AA,BC-AC-AE-AA,企业董事会建设相关信息,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""企业名称"":""北京同仁堂集团有限责任公司""},{""企业名称"":""北京北辰实业集团有限责任公司""}]",北京同仁堂集团有限责任公司；北京北辰实业集团有限责任公司,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,工业农业,经济发展类,董事会工作处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3122,GOV_DATA,数字资源-政府侧数据,7801,BC-AF-AJ-AA,BC-AF-AJ-AA,市管企业综合改革指导性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文件名称"":""关于深化市管企业改革的若干意见"",""发文字号"":""国资改革〔2024〕619号""},{""文件名称"":""市管企业综合改革实施方案"",""发文字号"":""国资产权〔2020〕369号""}]",关于深化市管企业改革的若干意见。国资改革〔2024〕619号；市管企业综合改革实施方案。国资产权〔2020〕369号,,2026-06-05 18:33:50,2026-07-08 11:28:27,2016-01-01 00:00:00,0,0,0,工业农业,经济发展类,企业改革处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3123,GOV_DATA,数字资源-政府侧数据,7800,BC-AG-AG-AA,BC-AG-AG-AA,市管企业参与老旧小区综合整治工作相关政策文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""政策文件名称"":""关于市管企业参与老旧小区综合整治工作的指导意见"",""文号"":""国资改革〔2024〕970号"",""印发时间"":""2024-06-15""},{""政策文件名称"":""关于印发市管企业老旧小区综合整治工作方案的通知"",""文号"":""京国资党〔2020〕995号"",""印发时间"":""2021-11-27""}]",关于市管企业参与老旧小区综合整治工作的指导意见。国资改革〔2024〕970号。印发时间；关于印发市管企业老旧小区综合整治工作方案的通知。京国资党〔2020〕995号。印发时间,,2026-06-05 18:33:50,2026-07-14 17:25:15,2018-03-01 00:00:00,0,0,1,政务管理,政务核心类,企业改组处(北京市企业兼并破产和职工再就业工作办公室),政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3124,GOV_DATA,数字资源-政府侧数据,7799,BC-AH-AH-AA,BC-AH-AH-AA,企业国有资本保值增值规范性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文件名称"":""关于做好企业国有资本保值增值结果确认工作的通知"",""发文字号"":""京国资发〔2023〕214号""},{""文件名称"":""关于做好企业国有资本保值增值结果确认工作的通知（续）"",""发文字号"":""京国资〔2019〕482号""}]",关于做好企业国有资本保值增值结果确认工作的通知。京国资发〔2023〕214号；关于做好企业国有资本保值增值结果确认工作的通知（续）。京国资〔2019〕482号,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,工业农业,经济发展类,统计评价处(清产核资办公室),政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3125,GOV_DATA,数字资源-政府侧数据,7798,BC-AG-AC-AA,BC-AG-AC-AA,国有企业退休人员实行社会化管理工作相关政策文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""政策文件名称"":""关于推进国有企业退休人员社会化管理的指导意见"",""文号"":""京国资党〔2022〕689号"",""印发时间"":""2019-05-06""},{""政策文件名称"":""北京市国有企业退休人员社会化管理工作方案"",""文号"":""京国资发〔2019〕486号"",""印发时间"":""2024-10-27""}]",关于推进国有企业退休人员社会化管理的指导意见。京国资党〔2022〕689号。印发时间；北京市国有企业退休人员社会化管理工作方案。京国资发〔2019〕486号。印发时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2017-01-01 00:00:00,0,0,0,政务管理,政务核心类,企业改组处(北京市企业兼并破产和职工再就业工作办公室),政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3126,GOV_DATA,数字资源-政府侧数据,7797,BC-AM-AG-AA,BC-AM-AG-AA,企业法律事务机构情况信息,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""企业名称"":""北京能源集团有限责任公司"",""推荐律所数量"":""19"",""统一社会信用代码"":""9161P5QDJCAJC3Q6HC""},{""企业名称"":""北京丰台国有资本运营集团有限公司"",""推荐律所数量"":""60"",""统一社会信用代码"":""91GUEKCJLW7RX7RMWN""}]",北京能源集团有限责任公司。推荐律所数量。9161P5QDJCAJC3Q6HC；北京丰台国有资本运营集团有限公司。推荐律所数量。91GUEKCJLW7RX7RMWN,,2026-06-05 18:33:50,2026-07-08 11:28:27,2025-03-02 10:30:24,0,0,0,机构团体,政务核心类,政策法规处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3127,GOV_DATA,数字资源-政府侧数据,7796,BC-AE-AC-AA,BC-AE-AC-AA,国有资本经营预算数据,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""企业名称"":""北京首创集团有限公司"",""企业开通国有资本经营预算管理系统账户情况"":""已开通"",""统一社会信用代码"":""91QX792PDBJUYPX7H4""},{""企业名称"":""北京电子控股有限责任公司"",""企业开通国有资本经营预算管理系统账户情况"":""未开通"",""统一社会信用代码"":""91F307R6QDJ4189HUE""}]",北京首创集团有限公司。已开通。91QX792PDBJUYPX7H4；北京电子控股有限责任公司。未开通。91F307R6QDJ4189HUE,,2026-06-05 18:33:50,2026-07-08 11:28:27,2016-01-01 00:00:00,0,0,0,财税金融,经济发展类,国有资本经营预算处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3128,GOV_DATA,数字资源-政府侧数据,7795,BC-AQ-AC-AG,BC-AQ-AC-AG,市国资委规范性文件信息,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,是,"[{""日期"":""2025-08-08"",""名称"":""北京市国资委关于加强外部董事管理的通知""},{""日期"":""2024-09-04"",""名称"":""北京市国有企业产权转让管理办法""}]",日期。北京市国资委关于加强外部董事管理的通知；日期。北京市国有企业产权转让管理办法,http://data.beijing.gov.cn/zyml/ajg/sgzw/18478.htm,2026-06-05 18:33:50,2026-07-08 11:28:27,2024-05-29 15:24:42,0,0,0,财税金融,经济发展类,办公室（党委办公室）,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3129,GOV_DATA,数字资源-政府侧数据,7794,BC-AL-AH-AA,BC-AL-AH-AA,股权激励相关文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文号"":""京国资发〔2023〕838号"",""印发时间"":""2022-06-01"",""发文单位"":""北京市国资委巡察办"",""政策文件名称"":""关于市管企业实施股权激励的指导意见""},{""文号"":""国资改革〔2020〕722号"",""印发时间"":""2021-12-11"",""发文单位"":""北京市国资委纪委"",""政策文件名称"":""国有控股上市公司股权激励管理办法""}]",京国资发〔2023〕838号。印发时间。北京市国资委巡察办。关于市管企业实施股权激励的指导意见；国资改革〔2020〕722号。印发时间。北京市国资委纪委。国有控股上市公司股权激励管理办法,,2026-06-05 18:33:50,2026-07-08 11:28:27,2023-04-27 14:50:57,0,0,0,政务管理,政务核心类,业绩考核处,"法人类数据资源,政策文件类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3130,GOV_DATA,数字资源-政府侧数据,7793,BC-AF-AL-AA,BC-AF-AL-AA,国有企业改制情况表,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""企业名称"":""北京首都开发控股（集团）有限公司"",""改制完成时间"":""2024-04-25""},{""企业名称"":""北京祥龙资产经营有限责任公司"",""改制完成时间"":""2019-04-05""}]",北京首都开发控股（集团）有限公司。改制完成时间；北京祥龙资产经营有限责任公司。改制完成时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2017-01-01 00:00:00,0,0,0,工业农业,经济发展类,企业改革处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3131,GOV_DATA,数字资源-政府侧数据,7792,BC-AM-AC-AA,BC-AM-AC-AA,国有资产监督管理规范性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文件名称"":""北京市国有资产监督管理条例"",""发布时间"":""2023-02-20""},{""文件名称"":""关于进一步加强国有资产监督管理的通知"",""发布时间"":""2020-09-11""}]",北京市国有资产监督管理条例。发布时间；关于进一步加强国有资产监督管理的通知。发布时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2020-01-01 00:00:00,0,0,0,审计监督,政务核心类,政策法规处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3132,GOV_DATA,数字资源-政府侧数据,7791,BC-AV-AC-AA,BC-AV-AC-AA,人才发展相关文件制度,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""政策文件名称"":""市管企业人才发展五年规划纲要"",""文号"":""国资考核〔2023〕519号"",""印发时间"":""2019-11-06""},{""政策文件名称"":""关于进一步加强市管企业人才队伍建设的意见"",""文号"":""京国资发〔2023〕956号"",""印发时间"":""2024-05-26""}]",市管企业人才发展五年规划纲要。国资考核〔2023〕519号。印发时间；关于进一步加强市管企业人才队伍建设的意见。京国资发〔2023〕956号。印发时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,政务管理,政务核心类,企业人才处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3133,GOV_DATA,数字资源-政府侧数据,7790,BC-AJ-AD-AA,BC-AJ-AD-AA,信访管理工作相关政策文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""印发时间"":""2022-05-23"",""政策文件名称"":""国有企业信访工作管理办法"",""文号"":""京国资发〔2021〕837号""},{""印发时间"":""2025-03-17"",""政策文件名称"":""国有企业信访工作管理办法（续）"",""文号"":""国资产权〔2020〕448号""}]",印发时间。国有企业信访工作管理办法。京国资发〔2021〕837号；印发时间。国有企业信访工作管理办法（续）。国资产权〔2020〕448号,,2026-06-05 18:33:50,2026-07-08 11:28:27,2023-04-27 14:13:13,0,0,0,政务管理,政务核心类,信访工作处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3134,GOV_DATA,数字资源-政府侧数据,7789,BC-AS-AB-AA,BC-AS-AB-AA,企业重组信息,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""统一社会信用代码"":""91YY7RMDJLCAR6H4GK"",""重组方式"":""混合所有制改革"",""重组时间"":""2018-12-07"",""重组企业"":""北京祥龙资产经营有限责任公司""},{""统一社会信用代码"":""91DJ4QXYYPD382GUYF"",""重组方式"":""新设合并"",""重组时间"":""2024-01-22"",""重组企业"":""北京建工集团有限责任公司""}]",91YY7RMDJLCAR6H4GK。混合所有制改革。重组时间。北京祥龙资产经营有限责任公司；91DJ4QXYYPD382GUYF。新设合并。重组时间。北京建工集团有限责任公司,,2026-06-05 18:33:50,2026-07-08 11:28:27,2022-02-01 00:00:00,0,0,0,工业农业,经济发展类,科技创新与规划发展处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3135,GOV_DATA,数字资源-政府侧数据,7788,BC-AE-AA-AA,BC-AE-AA-AA,国有资本经营预算规范性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""发文机关"":""北京市国资委巡察办"",""发布日期"":""2023-11-24"",""文件名称"":""北京市国有资本经营预算管理办法"",""文号"":""国资产权〔2020〕282号"",""文件内容"":""为进一步完善国有资产监管体系，深化市管企业改革，现就有关事项通知如下""},{""发文机关"":""北京市国资委巡察办（续）"",""发布日期"":""2023-01-01"",""文件名称"":""关于做好国有资本经营预算编制工作的通知"",""文号"":""京国资发〔2023〕530号"",""文件内容"":""根据国务院国资委有关文件精神，结合本市实际，制定本办法""}]",北京市国资委巡察办。发布日期。北京市国有资本经营预算管理办法。国资产权〔2020〕282号。为进一步完善国有资产监管体系，深化市管企业改革，现就有关事项通知如下；北京市国资委巡察办（续）。发布日期。关于做好国有资本经营预算编制工作的通知。京国资发〔2023〕530号。根据国务院国资委有关文件精神，结合本市实际，制定本办法,,2026-06-05 18:33:50,2026-07-08 11:28:27,2020-01-01 00:00:00,0,0,0,财税金融,经济发展类,国有资本经营预算处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3136,GOV_DATA,数字资源-政府侧数据,7787,BC-AL-AJ-AA,BC-AL-AJ-AA,履职待遇、业务支出规范性文件,北京市人民政府国有资产监督管理委员会,DATA,有条件共享,是,"[{""文件名"":""关于规范市管企业负责人履职待遇和业务支出的通知"",""文号"":""京国资办〔2019〕232号""},{""文件名"":""市管企业负责人履职待遇业务支出管理办法"",""文号"":""京政国资〔2022〕106号""}]",关于规范市管企业负责人履职待遇和业务支出的通知。京国资办〔2019〕232号；市管企业负责人履职待遇业务支出管理办法。京政国资〔2022〕106号,http://data.beijing.gov.cn/zyml/ajg/sgzw/bdceaa3f043349e19fdcea5a3fe0ef41.htm,2026-06-05 18:33:50,2026-07-08 11:28:27,2023-04-27 14:57:05,0,0,0,政务管理,政务核心类,业绩考核处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3137,GOV_DATA,数字资源-政府侧数据,7786,BC-AF-AJ-AB,BC-AF-AJ-AB,国企社会责任,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,是,"[{""街道"":""月坛街道"",""所在区"":""西城区"",""项目名称"":""便民服务工程""},{""街道"":""月坛街道（续）"",""所在区"":""朝阳区"",""项目名称"":""公益捐赠项目""}]",月坛街道。西城区。便民服务工程；月坛街道（续）。朝阳区。公益捐赠项目,http://data.beijing.gov.cn/zyml/ajg/sgzw/47737ed9975743eab1fb9f65fbc9469d.htm,2026-06-05 18:33:50,2026-07-08 11:28:27,2024-05-29 15:26:53,0,0,0,财税金融,经济发展类,企业改革处,区域类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3138,GOV_DATA,数字资源-政府侧数据,7785,BC-AK-AA-AE,BC-AK-AA-AE,市管企业行业分布,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""所属行业"":""制造业"",""统一社会信用代码"":""918R69RXN5G4GBJUE3"",""企业名称"":""北京一轻控股有限责任公司""},{""所属行业"":""市政"",""统一社会信用代码"":""91HK4Q6QDJU6H4QDBT"",""企业名称"":""北京控股有限公司""}]",制造业。918R69RXN5G4GBJUE3。北京一轻控股有限责任公司；市政。91HK4Q6QDJU6H4QDBT。北京控股有限公司,,2026-06-05 18:33:50,2026-07-08 11:28:27,2025-03-02 09:59:35,0,0,0,工业农业,经济发展类,信息化工作处,法人类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3139,GOV_DATA,数字资源-政府侧数据,7784,BC-AK-AA-AG,BC-AK-AA-AG,市管企业人员职务信息,北京市人民政府国有资产监督管理委员会,DATA,有条件共享,否,"[{""统一社会信用代码"":""91Q6H4G48H41F30P5Q"",""证件类型"":""军官证"",""任职结束"":""2018-08-13"",""任职开始"":""2025-09-05"",""职务名称"":""外部董事"",""证件号码"":""110113********441X"",""人员名称"":""陈德明"",""企业名称"":""北京市政路桥集团有限公司""},{""统一社会信用代码"":""91EBTEKWYPMLC3G410"",""证件类型"":""居民身份证"",""任职结束"":""2020-10-16"",""任职开始"":""2021-01-27"",""职务名称"":""监事"",""证件号码"":""110107********656X"",""人员名称"":""张娜"",""企业名称"":""北京大兴投资集团有限公司""}]",91Q6H4G48H41F30P5Q。军官证。任职结束。任职开始。外部董事。11011319710502441X。陈德明。北京市政路桥集团有限公司；91EBTEKWYPMLC3G410。居民身份证。任职结束。任职开始。监事。11010719610528656X。张娜。北京大兴投资集团有限公司,,2026-06-05 18:33:50,2026-07-08 11:28:27,2025-03-19 15:29:17,0,0,0,机构团体,政务核心类,信息化工作处,"个人类数据资源,法人类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3140,GOV_DATA,数字资源-政府侧数据,7783,BC-AK-AB-AC,BC-AK-AB-AC,市国资委全量数据目录清单,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,是,"[{""汇聚属性"":""手工填报"",""开放属性"":""条件开放"",""共享类型"":""有条件共享"",""数据更新周期"":""日更新"",""数据项"":""c09f9caf5e08836d4673ccdd69bb041e-c09f9caf5e08836d4673ccdd69bb04-c09f9caf5e08836d4673ccdd69bb-c09f9caf5e08836d4673ccdd69"",""数据目录名称"":""市国资委全量数据目录清单""},{""汇聚属性"":""系统汇聚"",""开放属性"":""不开放"",""共享类型"":""不予共享"",""数据更新周期"":""实时"",""数据项"":""ce6c3a3f4ffbf8919fcee3b91a3552fe-ce6c3a3f4ffbf8919fcee3b91a3552-ce6c3a3f4ffbf8919fcee3b91a35-ce6c3a3f4ffbf8919fcee3b91a"",""数据目录名称"":""市国资委全量数据目录清单""}]",手工填报。条件开放。有条件共享。日更新。c09f9caf5e08836d4673ccdd69bb041e-c09f9caf5e08836d4673ccdd69bb04-c09f9caf5e08836d4673ccdd69bb-c09f9caf5e08836d4673ccdd69。市国资委全量数据目录清单；系统汇聚。不开放。不予共享。实时。ce6c3a3f4ffbf8919fcee3b91a3552fe-ce6c3a3f4ffbf8919fcee3b91a3552-ce6c3a3f4ffbf8919fcee3b91a35-ce6c3a3f4ffbf8919fcee3b91a。市国资委全量数据目录清单,http://data.beijing.gov.cn/zyml/ajg/sgzw/a780bcf132604be9a50177b3eb57b500.htm,2026-06-05 18:33:50,2026-07-08 11:28:27,2025-07-09 14:42:16,0,0,0,财税金融,经济发展类,信息化工作处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3141,GOV_DATA,数字资源-政府侧数据,7782,BC-AC-AF-AA,BC-AC-AF-AA,外部董事履职指导文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""政策文件名称"":""关于深化市管企业董事会建设的实施意见"",""文号"":""京国资〔2019〕849号"",""印发时间"":""2020-03-12""},{""政策文件名称"":""市管企业董事会年度工作报告制度"",""文号"":""国资改革〔2020〕136号"",""印发时间"":""2024-11-21""}]",关于深化市管企业董事会建设的实施意见。京国资〔2019〕849号。印发时间；市管企业董事会年度工作报告制度。国资改革〔2020〕136号。印发时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2020-01-01 00:00:00,0,0,0,政务管理,政务核心类,董事会工作处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3142,GOV_DATA,数字资源-政府侧数据,7781,BC-AA-AD-AB,BC-AA-AD-AB,市属国有企业混合所有制企业户数及比例,北京市人民政府国有资产监督管理委员会,DATA,有条件共享,否,"[{""混合所有制企业比例"":""58.47%"",""统计年月"":""2024-02"",""混合所有制企业户数"":""175"",""交换时间"":""2019-09-15 02:49:00""},{""混合所有制企业比例"":""64.43%"",""统计年月"":""2022-06"",""混合所有制企业户数"":""43"",""交换时间"":""2025-07-05 06:07:00""}]",58.47%。2024-02。混合所有制企业户数。交换时间；64.43%。2022-06。混合所有制企业户数。交换时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2018-01-01 00:00:00,0,0,0,工业农业,经济发展类,产权管理处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3143,GOV_DATA,数字资源-政府侧数据,7780,BC-AA-AC-AC,BC-AA-AC-AC,市属国有企业国有产权转让进场交易情况,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""统计年月"":""2020-07"",""交易金额"":""29037.0"",""国有产权转让进场交易宗数"":""205"",""交换时间"":""2021-02-07 02:16:00""},{""统计年月"":""2024-05"",""交易金额"":""28925.0"",""国有产权转让进场交易宗数"":""166"",""交换时间"":""2018-10-27 10:09:00""}]",2020-07。交易金额。国有产权转让进场交易宗数。交换时间；2024-05。交易金额。国有产权转让进场交易宗数。交换时间,,2026-06-05 18:33:50,2026-07-08 11:28:27,2018-01-01 00:00:00,0,0,0,工业农业,经济发展类,产权管理处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3144,GOV_DATA,数字资源-政府侧数据,7779,BC-AA-AH-AA,BC-AA-AH-AA,市管企业债券发行审批情况,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""发债审批总项目"":""5"",""发债涉及总金额"":""33149.0""},{""发债审批总项目"":""193"",""发债涉及总金额"":""17548.0""}]",发债审批总项目。发债涉及总金额；发债审批总项目。发债涉及总金额,,2026-06-05 18:33:50,2026-07-08 11:28:27,2020-01-01 00:00:00,0,0,0,财税金融,经济发展类,产权管理处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3145,GOV_DATA,数字资源-政府侧数据,7778,BC-AH-AC-AA,BC-AH-AC-AA,企业综合绩效评价规范性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文件名称"":""国有企业综合绩效评价操作指南"",""发文字号"":""京国资办〔2021〕805号""},{""文件名称"":""企业综合绩效评价管理暂行办法"",""发文字号"":""国资改革〔2020〕898号""}]",国有企业综合绩效评价操作指南。京国资办〔2021〕805号；企业综合绩效评价管理暂行办法。国资改革〔2020〕898号,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,工业农业,经济发展类,统计评价处(清产核资办公室),政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3146,GOV_DATA,数字资源-政府侧数据,7777,BC-AH-AE-AA,BC-AH-AE-AA,国有资产统计规范性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文件名称"":""国资考核〔2023〕17号"",""发文字号"":""京国资党〔2024〕809号""},{""文件名称"":""京国资办〔2023〕866号"",""发文字号"":""京国资〔2021〕215号""}]",国资考核〔2023〕17号。京国资党〔2024〕809号；京国资办〔2023〕866号。京国资〔2021〕215号,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,财税金融,经济发展类,统计评价处(清产核资办公室),政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3147,GOV_DATA,数字资源-政府侧数据,7776,BC-AH-AG-AA,BC-AH-AG-AA,企业信息化规范性文件,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""文件名称"":""北京市国资委信息化管理办法"",""发文字号"":""国资考核〔2023〕538号""},{""文件名称"":""国资监管信息资源共享管理办法"",""发文字号"":""京国资发〔2021〕354号""}]",北京市国资委信息化管理办法。国资考核〔2023〕538号；国资监管信息资源共享管理办法。京国资发〔2021〕354号,,2026-06-05 18:33:50,2026-07-08 11:28:27,2019-01-01 00:00:00,0,0,0,工业农业,经济发展类,统计评价处(清产核资办公室),政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3148,GOV_DATA,数字资源-政府侧数据,7775,BC-AJ-AB-AB,BC-AJ-AB-AB,国有企业信访统计数据,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""集体访问件次"":""66"",""来访件次"":""114"",""集体访总人次"":""225"",""来访总人次"":""1"",""集体访批次"":""40"",""来访总批次"":""187"",""年度"":""2023""},{""集体访问件次"":""160"",""来访件次"":""93"",""集体访总人次"":""142"",""来访总人次"":""49"",""集体访批次"":""80"",""来访总批次"":""236"",""年度"":""2022""}]",集体访问件次。来访件次。集体访总人次。来访总人次。集体访批次。来访总批次。年度；集体访问件次。来访件次。集体访总人次。来访总人次。集体访批次。来访总批次。年度,,2026-06-05 18:33:50,2026-07-08 11:28:27,2004-03-01 00:00:00,0,0,0,政务管理,政务核心类,信访工作处,其他类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3149,GOV_DATA,数字资源-政府侧数据,7774,BC-AV-AB-AA,BC-AV-AB-AA,市管企业人才发展五年规划,北京市人民政府国有资产监督管理委员会,DATA,无条件共享,否,"[{""市管企业人才工作主要成绩"":""引进高层次人才200余人"",""问题"":""人才结构与产业布局匹配度不够"",""未来五年工作规划"":""实施\""百千万\""人才工程""},{""市管企业人才工作主要成绩"":""培养专业技术带头人300余名"",""问题"":""高层次人才引进渠道有待拓宽"",""未来五年工作规划"":""打造创新型人才发展平台""}]","引进高层次人才200余人。人才结构与产业布局匹配度不够。实施""百千万""人才工程；培养专业技术带头人300余名。高层次人才引进渠道有待拓宽。打造创新型人才发展平台",,2026-06-05 18:33:50,2026-07-08 11:28:27,2016-01-01 00:00:00,0,0,0,工业农业,经济发展类,企业人才处,政策文件类数据资源,false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
3150,GOV_DATA,数字资源-政府侧数据,7773,BC-AK-AA-AF,BC-AK-AA-AF,市管企业主要人员信息,北京市人民政府国有资产监督管理委员会,DATA,有条件共享,否,"[{""证件号码"":""110115********003X"",""证件类型"":""居民身份证"",""人员名称"":""许雅琴"",""统一社会信用代码"":""911PDTEBAARM51PMD3"",""企业名称"":""北京经济技术开发区投资发展有限公司""},{""证件号码"":""110101********788X"",""证件类型"":""护照"",""人员名称"":""沈海燕"",""统一社会信用代码"":""91007HKWY7R6QDBTEB"",""企业名称"":""北京大兴投资集团有限公司""}]",11011519771212003X。居民身份证。许雅琴。911PDTEBAARM51PMD3。北京经济技术开发区投资发展有限公司；11010119841215788X。护照。沈海燕。91007HKWY7R6QDBTEB。北京大兴投资集团有限公司,,2026-06-05 18:33:50,2026-07-08 11:28:27,2025-03-02 09:59:20,0,0,0,机构团体,政务核心类,信息化工作处,"个人类数据资源,法人类数据资源",false,https://dibj.cn/portal/api/common/calling/page?tableCode=GOV_DATA
